,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
Transform:,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5,5,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,1.0
2026-01-01 00:00:00,21059.929771786636,16884.706100048672,127.78223594894418,1589357.5277766362,759398.5854158505,103.17573759085154,99.38684742377674,99.87616403432905,100.17749074535733,98.03638324526761,101.14589618741722,97.59361121505053,108.81288740577389,100.40617469019126,100.15044197606902,98.25835750626032,119.95020636593944,91.71199963042872,76.16117208518065,7480.935378079107,0.9795830933498718,172497.22618045541,165065.6806899567,4.744552013550994,25.618611616735766,2579.511505590737,2340.0472898422145,3509.592114628467,1406.3555402738014,2194.11621362616,255126.29623471946,160269.88045979288,21723.737810592196,589.6398572131698,8410.015087523238,12755.232662851475,7913.057479927045,4859.711244968492,138643.21128969314,29105.66884006826,6188.8858241376565,15641.641723603692,9284.357662081644,23558.835005452762,41.327369634109466,3.9075801914155894,41.91951740626907,1625.063764897137,256.28189833536146,391.382903593255,811.3589615634116,438.07615694993626,1640.4391404098558,248.87768519444316,342.9438269640046,879.6448010657933,443.22694025609917,,345746.59586826235,136986.34846771602,1552735.3588266496,2739904.442906919,1.4072830694747958,21153.210758943995,22633.984223578067,6952.351639168108,5627.799765782896,3319.097232398545,7459.860195371563,2757.7861267514686,5808.478391729364,3827813.7219272163,145.48022697315199,7321.337875771003,1.3447009577819453,32.207433974756725,4.342108097971787,4.277133328267962,3.9539561110472037,3.899244698859017,3.945449959086529,4.100087875196282,4.504476255764661,5.647780591273399,6.233138717336613,0.777606869524294,0.5512797358817269,0.6997682342471334,1.1380654578576506,2.360755378839389,3.263669704424956,4.4117710403808905,5.656123629206634,,0.8266136342901156,161.31882788668509,1.3823383209575215,1.4113494693171789,269.03627356340337,285.04499887867024,265.60922494707364,275.14289685581224,66.08435605965145,501.28623355734095,327.83707752642215,134.79624658073067,277.29033071210773,592.7837630992841,228.69998119274646,124.0539977876839,426.6666297850803,324.96706270840144,294.0547878062185,315.23326102829986,128.92021740836546,107.44526463628648,122.2805534865131,135.08982636631066,33.36599232317455,38.82945894264992,29.756276923227635,,556106.9527850025,968964.245370963,5683.10166012757,30.937895445709007
