,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
Transform:,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5,5,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,1.0
2026-01-01 00:00:00,20703.63075488932,16733.728773617266,126.45168455704842,1564056.7312394164,743373.8290274651,102.53253642422774,98.67696928443098,98.95030594704173,99.00647420903256,94.96072021666824,100.05606963104168,96.07061381893732,107.47495461804937,98.60448827999477,98.62592315035994,97.59536654492707,113.42670919589634,88.72220160678776,75.62310337730867,7133.625955935483,0.9159726449232924,171719.09092048078,164198.76425386296,4.399888840260588,24.357705906014214,2289.5702261037463,2075.2519973761177,3162.335725643672,1199.4776866734546,1955.652309883987,220346.26558392774,159743.66565852263,21607.336868384657,572.5538772831904,8312.806104853134,12688.791910410242,7852.497467432293,4838.611673077015,138165.91760483768,29000.531605321776,6168.325359689403,15561.381381289306,9260.002072938089,23440.45945447964,40.27474781378444,3.699300361384788,40.76059072042359,1379.1171327811244,162.51019477558924,260.6631308910226,629.1529705810565,327.36358503996104,1327.7275388389976,167.33841432698216,244.7918028560352,578.6577799319463,336.0954605428991,,326046.5491114225,115732.90919001294,1529392.9695256255,2715146.716480421,1.3800165026540034,19234.046713296142,22497.151935325663,6891.144740759907,5447.010286161615,3008.674027539167,2994.3209667979395,2720.544315151616,5763.550545765622,3781153.2128491616,142.8595795288734,6917.89336730369,1.1507395460999437,30.059162271317348,3.7001826925325267,3.7308149693264934,3.5762636181979635,3.524185722935608,3.5414543840661294,3.6966920625606745,4.147934554247215,5.314272426669152,5.902515654815718,0.12331160084048369,-0.42288011513783763,-0.3363320147747569,0.08108647083687377,0.6765391118672973,1.0462961634658179,1.9959143643071116,3.0661252786501185,,0.7964966302505897,155.707338698762,1.3380255179290155,1.3801426648604747,266.3167260701791,281.7073815169495,262.92234946989635,257.3884186485404,56.49278869239173,475.4326540890806,327.0589900386192,133.4659230863592,274.09718832986493,590.1608830799066,227.7503386909485,123.38657704292409,424.91803630523714,323.94090660313793,293.2375276567908,314.36354876739813,128.6858168974211,106.86117660266184,121.71057071507376,134.75173804733367,33.152054465128984,38.2893547603354,29.52524843093073,,534644.3783325434,934120.4460196219,5584.971095964059,19.741595754040908
